0.0	2.000000	1.300000
0.5	1.976815	1.170306
1.0	1.974127	1.067988
1.5	1.987907	0.986346
2.0	2.015410	0.920572
2.5	2.054739	0.867170
3.0	2.104574	0.823565
3.5	2.163995	0.787833
4.0	2.232373	0.758516
4.5	2.309284	0.734495
5.0	2.394464	0.714904
5.5	2.487766	0.699062
6.0	2.589140	0.686432
6.5	2.698605	0.676584
7.0	2.816246	0.669172
7.5	2.942192	0.663916
8.0	3.076620	0.660588
8.5	3.219740	0.659000
9.0	3.371796	0.659001
9.5	3.533061	0.660463
10.0	3.703833	0.663283
10.5	3.884437	0.667375
11.0	4.075219	0.672670
11.5	4.276551	0.679109
12.0	4.488824	0.686646
12.5	4.712451	0.695245
13.0	4.947868	0.704876
13.5	5.195531	0.715518
14.0	5.455917	0.727154
14.5	5.729527	0.739774
15.0	6.016882	0.753372
15.5	6.318527	0.767946
16.0	6.635030	0.783500
16.5	6.966982	0.800039
17.0	7.315000	0.817572
17.5	7.679725	0.836112
18.0	8.061824	0.855674
18.5	8.461990	0.876276
19.0	8.880946	0.897938
19.5	9.319438	0.920683
20.0	9.778245	0.944537
20.5	10.258172	0.969527
21.0	10.760055	0.995684
21.5	11.284761	1.023039
22.0	11.833183	1.051627
22.5	12.406250	1.081484
23.0	13.004918	1.112651
23.5	13.630173	1.145167
24.0	14.283034	1.179075
24.5	14.964545	1.214423
25.0	15.675781	1.251257
25.5	16.417844	1.289627
26.0	17.191862	1.329587
26.5	17.998983	1.371191
27.0	18.840382	1.414496
27.5	19.717247	1.459562
28.0	20.630783	1.506451
28.5	21.582205	1.555229
29.0	22.572735	1.605962
29.5	23.603595	1.658720
30.0	24.676001	1.713576
30.5	25.791156	1.770605
31.0	26.950243	1.829885
31.5	28.154415	1.891498
32.0	29.404786	1.955525
32.5	30.702420	2.022055
33.0	32.048316	2.091175
33.5	33.443401	2.162978
34.0	34.888510	2.237559
34.5	36.384370	2.315014
35.0	37.931589	2.395446
35.5	39.530632	2.478956
36.0	41.181804	2.565650
36.5	42.885229	2.655636
37.0	44.640829	2.749026
37.5	46.448299	2.845933
38.0	48.307086	2.946472
38.5	50.216365	3.050760
39.0	52.175009	3.158918
39.5	54.181567	3.271065
40.0	56.234239	3.387324
40.5	58.330846	3.507819
41.0	60.468809	3.632673
41.5	62.645118	3.762011
42.0	64.856313	3.895956
42.5	67.098459	4.034631
43.0	69.367123	4.178158
43.5	71.657355	4.326656
44.0	73.963672	4.480241
44.5	76.280042	4.639025
45.0	78.599875	4.803115
45.5	80.916007	4.972613
46.0	83.220707	5.147613
46.5	85.505665	5.328199
47.0	87.762001	5.514445
47.5	89.980272	5.706414
48.0	92.150482	5.904154
48.5	94.262098	6.107695
49.0	96.304071	6.317050
49.5	98.264858	6.532210
50.0	100.132451	6.753139
50.5	101.894409	6.979775
51.0	103.537892	7.212021
51.5	105.049696	7.449746
52.0	106.416299	7.692776
52.5	107.623899	7.940888
53.0	108.658458	8.193810
53.5	109.505756	8.451204
54.0	110.151430	8.712669
54.5	110.581033	8.977723
55.0	110.780088	9.245800
55.5	110.734139	9.516232
56.0	110.428823	9.788242
56.5	109.849934	10.060924
57.0	108.983507	10.333229
57.5	107.815910	10.603942
58.0	106.333955	10.871661
58.5	104.525039	11.134766
59.0	102.377314	11.391392
59.5	99.879909	11.639382
60.0	97.023203	11.876249
60.5	93.799197	12.099112
61.0	90.201983	12.304633
61.5	86.228365	12.488931
62.0	81.878676	12.647476
62.5	77.157853	12.774962
63.0	72.076861	12.865145
63.5	66.654560	12.910637
64.0	60.920171	12.902658
64.5	54.916478	12.830721
65.0	48.703932	12.682271
65.5	42.365710	12.442296
66.0	36.013496	12.093029
66.5	29.792953	11.614034
67.0	23.886090	10.983421
67.5	18.504381	10.181722
68.0	13.862627	9.201040
68.5	10.125741	8.061315
69.0	7.342600	6.827781
69.5	5.416677	5.608629
70.0	4.152961	4.515803
70.5	3.344215	3.615868
71.0	2.827528	2.916861
71.5	2.494299	2.390389
72.0	2.277582	1.997668
72.5	2.137078	1.703670
73.0	2.048377	1.481257
73.5	1.996380	1.310739
74.0	1.971505	1.178186
74.5	1.967511	1.073792
75.0	1.980234	0.990612
75.5	2.006845	0.923680
76.0	2.045391	0.869392
76.5	2.094516	0.825097
77.0	2.153275	0.788818
77.5	2.221021	0.759061
78.0	2.297319	0.734681
78.5	2.381894	0.714794
79.0	2.474595	0.698703
79.5	2.575364	0.685862
80.0	2.684220	0.675831
80.5	2.801241	0.668260
81.0	2.926558	0.662862
81.5	3.060343	0.659408
82.0	3.202807	0.657705
82.5	3.354191	0.657600
83.0	3.514768	0.658964
83.5	3.684837	0.661692
84.0	3.864720	0.665697
84.5	4.054765	0.670907
85.0	4.255343	0.677266
85.5	4.466844	0.684724
