#LVM II					at equilibrium	
#t	X0=2	Y0=1.3	X0=0.5	Y0=0.5	x	y
237	1.282827	2.014231	0.67122	1.484672	1	1.9
237.5	1.272848	2.042422	0.686816	1.461028	1	1.9
238	1.261258	2.06989	0.703522	1.438921	1	1.9
238.5	1.248164	2.096432	0.721341	1.418373	1	1.9
239	1.233686	2.121851	0.740274	1.399404	1	1.9
239.5	1.217958	2.145955	0.76032	1.382035	1	1.9
240	1.201124	2.168566	0.781476	1.366287	1	1.9
240.5	1.183335	2.189518	0.803733	1.352186	1	1.9
241	1.164747	2.208661	0.827078	1.339757	1	1.9
241.5	1.145518	2.225864	0.851492	1.329029	1	1.9
242	1.125804	2.241018	0.876951	1.320031	1	1.9
242.5	1.10576	2.254031	0.903419	1.312797	1	1.9
243	1.085536	2.264838	0.930856	1.307364	1	1.9
243.5	1.065274	2.273392	0.95921	1.303771	1	1.9
244	1.045108	2.279673	0.988415	1.302061	1	1.9
244.5	1.025162	2.283679	1.018398	1.302279	1	1.9
245	1.005553	2.285429	1.049068	1.304474	1	1.9
245.5	0.986382	2.284964	1.080321	1.308697	1	1.9
246	0.967744	2.282339	1.112037	1.315004	1	1.9
246.5	0.949719	2.277629	1.14408	1.323449	1	1.9
247	0.932379	2.270918	1.176296	1.334091	1	1.9
247.5	0.915785	2.262307	1.208514	1.346988	1	1.9
248	0.899986	2.251904	1.240542	1.362197	1	1.9
248.5	0.885026	2.239825	1.272174	1.379772	1	1.9
249	0.870938	2.226194	1.303184	1.399767	1	1.9
249.5	0.857749	2.211137	1.33333	1.422225	1	1.9
250	0.845476	2.194784	1.362355	1.447184	1	1.9
250.5	0.834135	2.177266	1.389991	1.474671	1	1.9
251	0.823734	2.158714	1.415961	1.504697	1	1.9
251.5	0.814277	2.139258	1.43998	1.537255	1	1.9
252	0.805764	2.119025	1.461765	1.57232	1	1.9
252.5	0.798192	2.09814	1.481037	1.609837	1	1.9
253	0.791557	2.076722	1.497528	1.649726	1	1.9
253.5	0.785851	2.05489	1.510986	1.691871	1	1.9
254	0.781065	2.032754	1.521184	1.736121	1	1.9
254.5	0.777189	2.010421	1.527927	1.782285	1	1.9
255	0.774211	1.987992	1.531059	1.830128	1	1.9
255.5	0.77212	1.965565	1.530465	1.879376	1	1.9
256	0.770904	1.94323	1.526084	1.929709	1	1.9
256.5	0.770549	1.921074	1.517909	1.980769	1	1.9
257	0.771044	1.899177	1.505989	2.032157	1	1.9
257.5	0.772374	1.877616	1.490432	2.083446	1	1.9
258	0.774526	1.856461	1.471403	2.134181	1	1.9
258.5	0.777488	1.835779	1.44912	2.183893	1	1.9
259	0.781245	1.815633	1.423852	2.232106	1	1.9
259.5	0.785783	1.79608	1.395907	2.278346	1	1.9
260	0.791089	1.777175	1.365631	2.322159	1	1.9
260.5	0.797147	1.758969	1.333388	2.363114	1	1.9
261	0.803943	1.741509	1.299563	2.400818	1	1.9
261.5	0.81146	1.72484	1.264539	2.434926	1	1.9
262	0.819681	1.709002	1.228699	2.465143	1	1.9
262.5	0.828587	1.694036	1.19241	2.491236	1	1.9
263	0.83816	1.679976	1.156017	2.51303	1	1.9
263.5	0.848378	1.666858	1.11984	2.530417	1	1.9
264	0.859218	1.654713	1.084169	2.543349	1	1.9
264.5	0.870654	1.643572	1.049257	2.551838	1	1.9
265	0.88266	1.633464	1.015325	2.55595	1	1.9
265.5	0.895206	1.624414	0.982557	2.555801	1	1.9
266	0.908258	1.616449	0.951105	2.551551	1	1.9
266.5	0.92178	1.609592	0.921088	2.543396	1	1.9
267	0.935734	1.603866	0.892595	2.53156	1	1.9
267.5	0.950077	1.599292	0.865691	2.516291	1	1.9
268	0.964762	1.595888	0.840416	2.497854	1	1.9
268.5	0.979739	1.593674	0.816791	2.476522	1	1.9
269	0.994954	1.592664	0.794822	2.452575	1	1.9
269.5	1.010347	1.592874	0.774497	2.426294	1	1.9
270	1.025858	1.594316	0.755799	2.397953	1	1.9
270.5	1.041418	1.597	0.738697	2.367824	1	1.9
271	1.056957	1.600933	0.723159	2.336166	1	1.9
271.5	1.072401	1.606119	0.709144	2.30323	1	1.9
272	1.08767	1.612561	0.696612	2.269252	1	1.9
272.5	1.102683	1.620255	0.685521	2.234456	1	1.9
273	1.117356	1.629195	0.675826	2.199051	1	1.9
273.5	1.131601	1.63937	0.667487	2.163231	1	1.9
274	1.14533	1.650763	0.660462	2.127178	1	1.9
274.5	1.158452	1.663352	0.654713	2.091059	1	1.9
275	1.170879	1.677109	0.650202	2.055025	1	1.9
275.5	1.18252	1.691997	0.646896	2.019219	1	1.9
276	1.193289	1.707976	0.644764	1.983767	1	1.9
276.5	1.2031	1.724992	0.643777	1.948785	1	1.9
277	1.211874	1.742989	0.643909	1.91438	1	1.9
277.5	1.219536	1.761898	0.645136	1.880646	1	1.9
278	1.226017	1.781642	0.64744	1.84767	1	1.9
278.5	1.231257	1.802136	0.650802	1.815529	1	1.9
279	1.235204	1.823285	0.655205	1.784294	1	1.9
279.5	1.237816	1.844984	0.660638	1.754028	1	1.9
280	1.239062	1.867122	0.667087	1.724787	1	1.9
280.5	1.238923	1.889578	0.674544	1.696624	1	1.9
281	1.237393	1.912225	0.682998	1.669584	1	1.9
281.5	1.234477	1.934928	0.692444	1.643711	1	1.9
282	1.230195	1.957547	0.702872	1.619043	1	1.9
282.5	1.224579	1.979941	0.714277	1.595616	1	1.9
283	1.217672	2.001964	0.726652	1.573463	1	1.9
283.5	1.209533	2.02347	0.739989	1.552616	1	1.9
284	1.200228	2.044315	0.754279	1.533103	1	1.9
284.5	1.189836	2.064356	0.769513	1.514954	1	1.9
285	1.178444	2.083459	0.785678	1.498195	1	1.9
285.5	1.166146	2.101493	0.80276	1.482853	1	1.9
286	1.153044	2.118336	0.820742	1.468956	1	1.9
286.5	1.139242	2.133877	0.839601	1.45653	1	1.9
287	1.12485	2.148017	0.859313	1.445602	1	1.9
287.5	1.109977	2.160668	0.879846	1.436202	1	1.9
288	1.094732	2.171757	0.901164	1.428356	1	1.9
288.5	1.079225	2.181225	0.923224	1.422094	1	1.9
289	1.063561	2.189026	0.945977	1.417448	1	1.9
289.5	1.047843	2.195131	0.969363	1.414447	1	1.9
290	1.032167	2.199525	0.993318	1.413125	1	1.9
290.5	1.016624	2.202208	1.017765	1.413514	1	1.9
291	1.001302	2.203193	1.04262	1.415647	1	1.9
291.5	0.986278	2.202506	1.067787	1.419559	1	1.9
292	0.971625	2.200185	1.09316	1.425281	1	1.9
292.5	0.957407	2.196281	1.118622	1.432847	1	1.9
293	0.943685	2.190852	1.144045	1.442288	1	1.9
293.5	0.930508	2.183967	1.16929	1.453632	1	1.9
294	0.917922	2.175702	1.194207	1.466904	1	1.9
294.5	0.905966	2.166138	1.218636	1.482126	1	1.9
295	0.894673	2.155362	1.242408	1.499313	1	1.9
295.5	0.88407	2.143467	1.265346	1.518472	1	1.9
296	0.87418	2.130545	1.287265	1.539603	1	1.9
296.5	0.865021	2.116692	1.307977	1.562693	1	1.9
297	0.856607	2.102006	1.327292	1.58772	1	1.9
297.5	0.848948	2.086583	1.345019	1.614643	1	1.9
298	0.842051	2.07052	1.360971	1.643406	1	1.9
298.5	0.835921	2.053911	1.37497	1.673937	1	1.9
299	0.830557	2.03685	1.386844	1.706139	1	1.9
299.5	0.825961	2.019428	1.396441	1.739895	1	1.9
300	0.82213	2.001733	1.403624	1.775064	1	1.9
300.5	0.819058	1.983851	1.408278	1.811481	1	1.9
301	0.816742	1.965864	1.410315	1.848955	1	1.9
301.5	0.815173	1.947851	1.409676	1.887271	1	1.9
302	0.814345	1.929887	1.406331	1.926189	1	1.9
302.5	0.814248	1.912045	1.400286	1.965447	1	1.9
303	0.814873	1.894393	1.39158	2.004766	1	1.9
303.5	0.81621	1.876996	1.380288	2.043849	1	1.9
304	0.818247	1.859916	1.366517	2.082387	1	1.9
304.5	0.820973	1.84321	1.350408	2.120066	1	1.9
305	0.824375	1.826935	1.332128	2.156571	1	1.9
305.5	0.828439	1.811141	1.311873	2.19159	1	1.9
306	0.833153	1.795879	1.289859	2.224823	1	1.9
306.5	0.838499	1.781192	1.266317	2.255987	1	1.9
307	0.844463	1.767126	1.24149	2.284821	1	1.9
307.5	0.851027	1.75372	1.215627	2.31109	1	1.9
308	0.858174	1.741013	1.188978	2.334592	1	1.9
308.5	0.865882	1.72904	1.161789	2.355159	1	1.9
309	0.874131	1.717834	1.134296	2.372658	1	1.9
309.5	0.882898	1.707427	1.106724	2.386998	1	1.9
310	0.892158	1.697849	1.079285	2.398121	1	1.9
310.5	0.901886	1.689126	1.052168	2.406011	1	1.9
311	0.912052	1.681285	1.025549	2.410685	1	1.9
311.5	0.922625	1.674347	0.999581	2.412192	1	1.9
312	0.933573	1.668336	0.974397	2.410615	1	1.9
312.5	0.944861	1.663271	0.950111	2.40606	1	1.9
313	0.956449	1.659171	0.926818	2.398659	1	1.9
313.5	0.968297	1.656051	0.904596	2.388559	1	1.9
314	0.980362	1.653925	0.883504	2.375928	1	1.9
314.5	0.992598	1.652806	0.863589	2.360941	1	1.9
315	1.004955	1.652705	0.844885	2.343785	1	1.9
315.5	1.017383	1.653628	0.827411	2.32465	1	1.9
316	1.029826	1.65558	0.811179	2.303729	1	1.9
316.5	1.042227	1.658566	0.796192	2.281215	1	1.9
317	1.054528	1.662583	0.782447	2.257299	1	1.9
317.5	1.066668	1.66763	0.769934	2.232168	1	1.9
318	1.078582	1.673698	0.758639	2.206004	1	1.9
318.5	1.090207	1.680778	0.748544	2.178981	1	1.9
319	1.101476	1.688854	0.739631	2.151266	1	1.9
319.5	1.112324	1.697909	0.731878	2.12302	1	1.9
320	1.122684	1.707917	0.725264	2.094392	1	1.9
320.5	1.13249	1.718852	0.719765	2.065525	1	1.9
321	1.141677	1.730678	0.715359	2.036552	1	1.9
321.5	1.150183	1.743357	0.712025	2.007597	1	1.9
322	1.157947	1.756844	0.709742	1.978776	1	1.9
322.5	1.164912	1.771088	0.708488	1.950196	1	1.9
323	1.171026	1.786032	0.708244	1.921957	1	1.9
323.5	1.17624	1.801612	0.708993	1.894151	1	1.9
324	1.180513	1.817759	0.710717	1.866863	1	1.9
324.5	1.183807	1.834399	0.713399	1.840171	1	1.9
325	1.186094	1.851449	0.717025	1.814146	1	1.9
325.5	1.187352	1.868823	0.721579	1.788856	1	1.9
326	1.187568	1.88643	0.727049	1.76436	1	1.9
326.5	1.186736	1.904174	0.733421	1.740716	1	1.9
327	1.184859	1.921954	0.740682	1.717973	1	1.9
327.5	1.18195	1.939668	0.74882	1.696181	1	1.9
328	1.178028	1.957211	0.757821	1.675383	1	1.9
328.5	1.173124	1.974477	0.767673	1.65562	1	1.9
329	1.167274	1.991359	0.77836	1.63693	1	1.9
329.5	1.160524	2.007752	0.789869	1.61935	1	1.9
330	1.152925	2.023554	0.802182	1.602914	1	1.9
330.5	1.144536	2.038665	0.815281	1.587652	1	1.9
331	1.135422	2.052989	0.829146	1.573597	1	1.9
331.5	1.125652	2.066438	0.843753	1.560776	1	1.9
332	1.115297	2.078928	0.859077	1.549219	1	1.9
332.5	1.104436	2.090384	0.875088	1.538953	1	1.9
333	1.093144	2.100738	0.891753	1.530005	1	1.9
333.5	1.0815	2.109933	0.909034	1.5224	1	1.9
334	1.069584	2.11792	0.92689	1.516165	1	1.9
334.5	1.057473	2.124659	0.945273	1.511324	1	1.9
335	1.045244	2.130123	0.964129	1.507902	1	1.9
335.5	1.032971	2.134292	0.983401	1.505923	1	1.9
336	1.020725	2.137159	1.003024	1.50541	1	1.9
336.5	1.008574	2.138723	1.022924	1.506385	1	1.9
337	0.996582	2.138998	1.043026	1.50887	1	1.9
337.5	0.98481	2.138001	1.063242	1.512883	1	1.9
338	0.973311	2.135761	1.083481	1.518443	1	1.9
338.5	0.962139	2.132314	1.103644	1.525564	1	1.9
339	0.951339	2.127703	1.123625	1.534258	1	1.9
339.5	0.940953	2.121977	1.143312	1.544533	1	1.9
340	0.931019	2.115192	1.162588	1.556393	1	1.9
340.5	0.921571	2.107407	1.181328	1.569837	1	1.9
341	0.912637	2.098686	1.199406	1.584855	1	1.9
341.5	0.904243	2.089095	1.216691	1.601433	1	1.9
342	0.89641	2.078705	1.233051	1.619547	1	1.9
342.5	0.889158	2.067586	1.248354	1.639164	1	1.9
343	0.882499	2.055812	1.262469	1.66024	1	1.9
343.5	0.876448	2.043455	1.275268	1.68272	1	1.9
344	0.871012	2.030589	1.286628	1.706535	1	1.9
344.5	0.866199	2.017287	1.296435	1.731604	1	1.9
345	0.862013	2.003621	1.304583	1.757831	1	1.9
345.5	0.858456	1.989663	1.31098	1.785105	1	1.9
346	0.855531	1.975482	1.315545	1.8133	1	1.9
346.5	0.853234	1.961145	1.318216	1.842273	1	1.9
347	0.851565	1.94672	1.318948	1.871869	1	1.9
347.5	0.850518	1.93227	1.317714	1.901917	1	1.9
348	0.850089	1.917857	1.314511	1.932233	1	1.9
348.5	0.850272	1.903539	1.309352	1.962621	1	1.9
349	0.851059	1.889374	1.302277	1.992877	1	1.9
349.5	0.852441	1.875416	1.293344	2.02279	1	1.9
350	0.854409	1.861717	1.282632	2.052142	1	1.9
350.5	0.856952	1.848327	1.27024	2.080717	1	1.9
351	0.860059	1.835293	1.256285	2.1083	1	1.9
351.5	0.863717	1.822658	1.240898	2.134681	1	1.9
352	0.867911	1.810467	1.224224	2.159659	1	1.9
352.5	0.872629	1.798757	1.206418	2.183045	1	1.9
353	0.877852	1.787568	1.187642	2.204666	1	1.9
353.5	0.883565	1.776934	1.168062	2.224365	1	1.9
354	0.889748	1.766889	1.147847	2.242008	1	1.9
354.5	0.896383	1.757464	1.127163	2.257479	1	1.9
355	0.903446	1.748688	1.106173	2.270688	1	1.9
355.5	0.910917	1.740588	1.085035	2.281569	1	1.9
356	0.918771	1.73319	1.063897	2.290079	1	1.9
356.5	0.926981	1.726517	1.0429	2.2962	1	1.9
357	0.935519	1.72059	1.022172	2.299935	1	1.9
357.5	0.944358	1.715429	1.00183	2.301311	1	1.9
358	0.953464	1.711051	0.981982	2.300375	1	1.9
358.5	0.962806	1.707471	0.96272	2.297191	1	1.9
359	0.972347	1.704704	0.944128	2.291841	1	1.9
359.5	0.982052	1.702761	0.926275	2.28442	1	1.9
360	0.99188	1.701651	0.909221	2.275037	1	1.9
360.5	1.001792	1.701381	0.893016	2.263808	1	1.9
361	1.011745	1.701957	0.8777	2.250861	1	1.9
361.5	1.021695	1.70338	0.863304	2.236325	1	1.9
362	1.031597	1.705652	0.849851	2.220336	1	1.9
362.5	1.041402	1.708768	0.83736	2.203033	1	1.9
363	1.051064	1.712724	0.825841	2.184552	1	1.9
363.5	1.060533	1.717511	0.8153	2.165033	1	1.9
364	1.069759	1.723116	0.805739	2.144609	1	1.9
364.5	1.078692	1.729525	0.797155	2.123415	1	1.9
365	1.087283	1.736719	0.789544	2.101579	1	1.9
365.5	1.09548	1.744676	0.782899	2.079227	1	1.9
366	1.103236	1.753368	0.777209	2.056478	1	1.9
366.5	1.110502	1.762766	0.772465	2.033448	1	1.9
367	1.117234	1.772835	0.768654	2.010246	1	1.9
367.5	1.123386	1.783536	0.765765	1.986975	1	1.9
368	1.128918	1.794826	0.763783	1.963735	1	1.9
368.5	1.133792	1.806658	0.762696	1.940619	1	1.9
369	1.137973	1.81898	0.76249	1.917712	1	1.9
369.5	1.141432	1.831736	0.763152	1.895097	1	1.9
370	1.144143	1.844866	0.764668	1.872852	1	1.9
370.5	1.146085	1.858306	0.767023	1.851046	1	1.9
371	1.147243	1.87199	0.770205	1.829748	1	1.9
371.5	1.147607	1.885846	0.774199	1.80902	1	1.9
372	1.147173	1.899801	0.778992	1.788919	1	1.9
372.5	1.145943	1.91378	0.784569	1.769501	1	1.9
373	1.143925	1.927706	0.790916	1.750815	1	1.9
373.5	1.141133	1.941499	0.798017	1.732909	1	1.9
374	1.137587	1.95508	0.805856	1.715827	1	1.9
374.5	1.133311	1.968372	0.814417	1.699611	1	1.9
375	1.128338	1.981295	0.823682	1.684298	1	1.9
375.5	1.122703	1.993774	0.83363	1.669925	1	1.9
376	1.116447	2.005735	0.844241	1.656526	1	1.9
376.5	1.109614	2.017107	0.855492	1.644133	1	1.9
377	1.102253	2.027824	0.867358	1.632777	1	1.9
377.5	1.094415	2.037822	0.87981	1.622485	1	1.9
378	1.086154	2.047046	0.89282	1.613285	1	1.9
378.5	1.077527	2.055442	0.906354	1.605202	1	1.9
379	1.068589	2.062967	0.920376	1.598261	1	1.9
379.5	1.059399	2.06958	0.934845	1.592484	1	1.9
380	1.050013	2.07525	0.949718	1.587892	1	1.9
380.5	1.040491	2.079952	0.964947	1.584506	1	1.9
381	1.030887	2.083667	0.980481	1.582344	1	1.9
381.5	1.021256	2.086385	0.996265	1.581423	1	1.9
382	1.011652	2.088102	1.012237	1.581758	1	1.9
382.5	1.002126	2.088821	1.028332	1.583362	1	1.9
383	0.992725	2.08855	1.044482	1.586247	1	1.9
383.5	0.983495	2.087307	1.060613	1.59042	1	1.9
384	0.974479	2.085114	1.076647	1.595888	1	1.9
384.5	0.965717	2.081996	1.092502	1.602653	1	1.9
385	0.957246	2.077988	1.108093	1.610712	1	1.9
385.5	0.949099	2.073125	1.12333	1.620061	1	1.9
386	0.941308	2.06745	1.138123	1.630688	1	1.9
386.5	0.933898	2.061006	1.152378	1.642578	1	1.9
387	0.926896	2.053842	1.166	1.655709	1	1.9
387.5	0.920323	2.046009	1.178895	1.670052	1	1.9
388	0.914198	2.037558	1.190968	1.685572	1	1.9
388.5	0.908537	2.028545	1.202128	1.702225	1	1.9
389	0.903354	2.019023	1.212284	1.71996	1	1.9
389.5	0.898662	2.00905	1.221353	1.738716	1	1.9
390	0.894468	1.998683	1.229254	1.758422	1	1.9
390.5	0.890781	1.987977	1.235916	1.779	1	1.9
391	0.887606	1.976989	1.241273	1.80036	1	1.9
391.5	0.884946	1.965775	1.245272	1.822403	1	1.9
392	0.882803	1.95439	1.247869	1.845021	1	1.9
392.5	0.881179	1.942888	1.249031	1.868095	1	1.9
393	0.880071	1.931322	1.248739	1.891498	1	1.9
393.5	0.879477	1.919743	1.246987	1.915098	1	1.9
394	0.879393	1.908201	1.243781	1.938751	1	1.9
394.5	0.879814	1.896744	1.239144	1.962311	1	1.9
395	0.880734	1.88542	1.233111	1.985627	1	1.9
395.5	0.882146	1.874272	1.225729	2.008547	1	1.9
396	0.88404	1.863345	1.217062	2.030915	1	1.9
396.5	0.886408	1.852679	1.207181	2.05258	1	1.9
397	0.889238	1.842313	1.196171	2.073392	1	1.9
397.5	0.892519	1.832285	1.184126	2.093207	1	1.9
398	0.896237	1.822631	1.171148	2.111889	1	1.9
398.5	0.900378	1.813384	1.157343	2.129311	1	1.9
399	0.904927	1.804576	1.142826	2.145355	1	1.9
399.5	0.909868	1.796237	1.12771	2.159919	1	1.9
400	0.915182	1.788395	1.112113	2.172912	1	1.9
400.5	0.920851	1.781076	1.096151	2.184258	1	1.9
401	0.926855	1.774306	1.079938	2.193896	1	1.9
401.5	0.933172	1.768105	1.063585	2.201783	1	1.9
402	0.939779	1.762496	1.047199	2.20789	1	1.9
402.5	0.946652	1.757497	1.030881	2.212203	1	1.9
403	0.953765	1.753126	1.014727	2.214724	1	1.9
403.5	0.961092	1.749397	0.998824	2.215472	1	1.9
404	0.968604	1.746323	0.983254	2.214476	1	1.9
404.5	0.976271	1.743917	0.968091	2.21178	1	1.9
405	0.984063	1.742188	0.953401	2.207439	1	1.9
405.5	0.991947	1.741143	0.939243	2.201517	1	1.9
406	0.999889	1.740787	0.925668	2.194089	1	1.9
406.5	1.007856	1.741124	0.912722	2.185236	1	1.9
407	1.01581	1.742155	0.900442	2.175047	1	1.9
407.5	1.023717	1.743878	0.888862	2.163614	1	1.9
408	1.031537	1.746289	0.878006	2.151034	1	1.9
408.5	1.039234	1.749383	0.867898	2.137406	1	1.9
409	1.046769	1.753149	0.858553	2.122832	1	1.9
409.5	1.054104	1.757578	0.849985	2.107413	1	1.9
410	1.061199	1.762653	0.842201	2.091251	1	1.9
410.5	1.068017	1.768359	0.835208	2.074447	1	1.9
411	1.07452	1.774674	0.829008	2.057099	1	1.9
411.5	1.080671	1.781575	0.823601	2.039304	1	1.9
412	1.086434	1.789037	0.818987	2.021157	1	1.9
412.5	1.091776	1.797028	0.81516	2.002748	1	1.9
413	1.096664	1.805518	0.812116	1.984167	1	1.9
413.5	1.101068	1.814469	0.809848	1.965497	1	1.9
414	1.10496	1.823843	0.808349	1.946819	1	1.9
414.5	1.108315	1.833597	0.80761	1.928211	1	1.9
415	1.111112	1.843688	0.807621	1.909746	1	1.9
415.5	1.113332	1.854066	0.808373	1.891494	1	1.9
416	1.11496	1.864683	0.809854	1.873521	1	1.9
416.5	1.115985	1.875485	0.812053	1.85589	1	1.9
417	1.1164	1.886417	0.814958	1.838659	1	1.9
417.5	1.116202	1.897424	0.818556	1.821885	1	1.9
418	1.115391	1.908446	0.822833	1.805619	1	1.9
418.5	1.113975	1.919426	0.827775	1.789911	1	1.9
419	1.111962	1.930303	0.833366	1.774807	1	1.9
419.5	1.109366	1.941018	0.839591	1.760351	1	1.9
420	1.106205	1.951511	0.846432	1.746583	1	1.9
420.5	1.102501	1.961724	0.85387	1.733541	1	1.9
421	1.098279	1.9716	0.861886	1.721262	1	1.9
421.5	1.093568	1.981083	0.870458	1.709779	1	1.9
422	1.088399	1.990119	0.879563	1.699123	1	1.9
422.5	1.082809	1.998659	0.889177	1.689325	1	1.9
423	1.076833	2.006655	0.899272	1.680411	1	1.9
423.5	1.07051	2.014063	0.90982	1.672407	1	1.9
424	1.063881	2.020843	0.920789	1.665337	1	1.9
424.5	1.056988	2.026961	0.932145	1.659222	1	1.9
425	1.049873	2.032385	0.943853	1.654084	1	1.9
425.5	1.04258	2.037089	0.955873	1.649941	1	1.9
426	1.035151	2.041053	0.968163	1.646809	1	1.9
426.5	1.027629	2.044259	0.980678	1.644703	1	1.9
427	1.020056	2.046698	0.993372	1.643635	1	1.9
427.5	1.012474	2.048363	1.006194	1.643616	1	1.9
428	1.004922	2.049254	1.019089	1.644655	1	1.9
428.5	0.997438	2.049374	1.032002	1.646757	1	1.9
429	0.99006	2.048733	1.044873	1.649926	1	1.9
429.5	0.982823	2.047343	1.057641	1.654161	1	1.9
430	0.975759	2.045222	1.070243	1.659459	1	1.9
430.5	0.968899	2.042393	1.082611	1.665814	1	1.9
431	0.962273	2.038879	1.094679	1.673216	1	1.9
431.5	0.955907	2.034711	1.106377	1.681651	1	1.9
432	0.949825	2.029919	1.117636	1.691098	1	1.9
432.5	0.94405	2.024537	1.128387	1.701535	1	1.9
433	0.938603	2.018604	1.138559	1.712933	1	1.9
433.5	0.9335	2.012157	1.148085	1.725257	1	1.9
434	0.928758	2.005237	1.156899	1.738467	1	1.9
434.5	0.924392	1.997886	1.164937	1.752517	1	1.9
435	0.920413	1.990146	1.172139	1.767354	1	1.9
435.5	0.916831	1.982061	1.17845	1.782919	1	1.9
436	0.913654	1.973676	1.183818	1.799147	1	1.9
436.5	0.91089	1.965034	1.188199	1.815966	1	1.9
437	0.908543	1.95618	1.191555	1.833296	1	1.9
437.5	0.906618	1.947158	1.193856	1.851054	1	1.9
438	0.905115	1.938011	1.195078	1.869149	1	1.9
438.5	0.904036	1.928783	1.195208	1.887484	1	1.9
439	0.90338	1.919516	1.194241	1.90596	1	1.9
439.5	0.903145	1.910251	1.192179	1.92447	1	1.9
440	0.903328	1.901028	1.189038	1.942908	1	1.9
440.5	0.903924	1.891886	1.184839	1.961162	1	1.9
441	0.904927	1.882863	1.179613	1.97912	1	1.9
441.5	0.906332	1.873997	1.173402	1.996672	1	1.9
442	0.90813	1.865322	1.166253	2.013706	1	1.9
442.5	0.910313	1.856871	1.158222	2.030115	1	1.9
443	0.912869	1.848678	1.149372	2.045793	1	1.9
443.5	0.915789	1.840774	1.139772	2.060641	1	1.9
444	0.91906	1.833187	1.129495	2.074565	1	1.9
444.5	0.922669	1.825945	1.118618	2.087478	1	1.9
445	0.926602	1.819075	1.107223	2.099301	1	1.9
445.5	0.930842	1.812601	1.095392	2.109965	1	1.9
446	0.935375	1.806547	1.083207	2.11941	1	1.9
446.5	0.940182	1.800933	1.070751	2.127585	1	1.9
447	0.945245	1.79578	1.058107	2.134452	1	1.9
447.5	0.950544	1.791106	1.045355	2.13998	1	1.9
448	0.956059	1.786928	1.032572	2.144153	1	1.9
448.5	0.961767	1.783259	1.019832	2.146964	1	1.9
449	0.967647	1.780114	1.007207	2.148414	1	1.9
449.5	0.973673	1.777503	0.994761	2.148518	1	1.9
450	0.979822	1.775437	0.982557	2.147298	1	1.9
450.5	0.986067	1.773923	0.970652	2.144784	1	1.9
451	0.992382	1.772967	0.959098	2.141017	1	1.9
451.5	0.99874	1.772574	0.947943	2.136044	1	1.9
452	1.005112	1.772744	0.93723	2.129917	1	1.9
452.5	1.011469	1.773479	0.926995	2.122695	1	1.9
453	1.017783	1.774777	0.917273	2.114442	1	1.9
453.5	1.024023	1.776634	0.908093	2.105226	1	1.9
454	1.03016	1.779043	0.899479	2.095117	1	1.9
454.5	1.036163	1.781996	0.891453	2.08419	1	1.9
455	1.042003	1.785483	0.884032	2.072519	1	1.9
455.5	1.047648	1.789491	0.877231	2.060181	1	1.9
456	1.053071	1.794005	0.871061	2.047252	1	1.9
456.5	1.058242	1.799006	0.86553	2.03381	1	1.9
457	1.063133	1.804475	0.860645	2.019929	1	1.9
457.5	1.067718	1.81039	0.856409	2.005686	1	1.9
458	1.07197	1.816726	0.852824	1.991154	1	1.9
458.5	1.075865	1.823456	0.84989	1.976404	1	1.9
459	1.079381	1.83055	0.847605	1.961509	1	1.9
459.5	1.082498	1.837976	0.845967	1.946534	1	1.9
460	1.085197	1.845701	0.84497	1.931547	1	1.9
460.5	1.087461	1.853688	0.844609	1.91661	1	1.9
461	1.089278	1.8619	0.844877	1.901785	1	1.9
461.5	1.090635	1.870297	0.845766	1.887128	1	1.9
462	1.091526	1.878838	0.847267	1.872697	1	1.9
462.5	1.091945	1.887479	0.84937	1.858543	1	1.9
463	1.091889	1.896178	0.852064	1.844718	1	1.9
463.5	1.09136	1.904888	0.855336	1.831269	1	1.9
464	1.090361	1.913565	0.859175	1.818241	1	1.9
464.5	1.088898	1.922164	0.863566	1.805677	1	1.9
465	1.086983	1.930638	0.868494	1.793618	1	1.9
465.5	1.084627	1.938942	0.873942	1.782102	1	1.9
466	1.081847	1.947032	0.879893	1.771165	1	1.9
466.5	1.07866	1.954864	0.886328	1.76084	1	1.9
467	1.075088	1.962395	0.893228	1.751159	1	1.9
467.5	1.071153	1.969586	0.900569	1.742152	1	1.9
468	1.066881	1.976397	0.90833	1.733846	1	1.9
468.5	1.062298	1.982792	0.916486	1.726266	1	1.9
469	1.057434	1.988738	0.925009	1.719437	1	1.9
469.5	1.052317	1.994205	0.933872	1.713379	1	1.9
470	1.04698	1.999163	0.943044	1.708113	1	1.9
470.5	1.041454	2.003589	0.952494	1.703656	1	1.9
471	1.035771	2.007462	0.962187	1.700024	1	1.9
471.5	1.029964	2.010765	0.972087	1.697232	1	1.9
472	1.024065	2.013483	0.982156	1.69529	1	1.9
472.5	1.018107	2.015608	0.992354	1.69421	1	1.9
473	1.012121	2.017131	1.002639	1.693997	1	1.9
473.5	1.006139	2.018052	1.012967	1.694658	1	1.9
474	1.000191	2.018371	1.023293	1.696195	1	1.9
474.5	0.994307	2.018093	1.033568	1.698608	1	1.9
475	0.988515	2.017226	1.043744	1.701896	1	1.9
475.5	0.982842	2.015781	1.053772	1.706051	1	1.9
476	0.977313	2.013772	1.063598	1.711066	1	1.9
476.5	0.971952	2.011218	1.073173	1.716928	1	1.9
477	0.966783	2.008138	1.082442	1.723623	1	1.9
