#LVM I						
#t	X0=2	Y0=1.3	X0=1.5	Y0=1.5	X0=1.0	Y0=1.5
207	0.383098	2.795789	0.524504	1.98078	0.706762	2.308068
207.5	0.368946	2.709886	0.525622	1.934287	0.696552	2.273881
208	0.356839	2.6249	0.527951	1.889048	0.687674	2.239132
208.5	0.346589	2.541162	0.531474	1.845138	0.680097	2.204008
209	0.338033	2.458939	0.536178	1.802618	0.67379	2.168681
209.5	0.331033	2.378454	0.542056	1.761545	0.668722	2.133315
210	0.325469	2.299881	0.549104	1.721964	0.664865	2.098057
210.5	0.321242	2.22336	0.557324	1.683915	0.662194	2.063045
211	0.318268	2.149	0.566723	1.647432	0.660683	2.028406
211.5	0.316479	2.076879	0.577309	1.612544	0.66031	1.994255
212	0.315819	2.007056	0.589096	1.579279	0.661056	1.960697
212.5	0.316244	1.93957	0.602099	1.547658	0.662903	1.927829
213	0.317721	1.874442	0.616338	1.517704	0.665835	1.895738
213.5	0.320227	1.811682	0.631832	1.489436	0.669841	1.864505
214	0.323748	1.751286	0.648604	1.462874	0.674908	1.834203
214.5	0.328278	1.693245	0.666678	1.438038	0.681028	1.804898
215	0.33382	1.63754	0.686077	1.414949	0.688193	1.776651
215.5	0.340382	1.584147	0.706825	1.393628	0.696397	1.749519
216	0.347981	1.533037	0.728944	1.374099	0.705635	1.723552
216.5	0.35664	1.484179	0.752456	1.356391	0.715903	1.698799
217	0.366388	1.437539	0.777378	1.340534	0.727197	1.675304
217.5	0.377261	1.393083	0.803726	1.32656	0.739513	1.65311
218	0.3893	1.350775	0.831507	1.31451	0.752848	1.632256
218.5	0.402552	1.31058	0.860724	1.304427	0.767197	1.612781
219	0.417071	1.272463	0.891373	1.29636	0.782553	1.594722
219.5	0.432916	1.236394	0.923438	1.290365	0.798909	1.578116
220	0.450151	1.20234	0.956892	1.286503	0.816254	1.563
220.5	0.468847	1.170274	0.991696	1.284843	0.834574	1.549409
221	0.489079	1.140173	1.027792	1.285462	0.853852	1.537381
221.5	0.510927	1.112014	1.065107	1.288445	0.874067	1.526953
222	0.534478	1.085783	1.103545	1.293883	0.89519	1.518164
222.5	0.559821	1.061466	1.142987	1.301877	0.917188	1.511055
223	0.587051	1.039058	1.183286	1.312536	0.94002	1.505665
223.5	0.616266	1.018559	1.22427	1.325974	0.963639	1.502038
224	0.647568	0.999976	1.265731	1.342315	0.987985	1.500219
224.5	0.681059	0.983323	1.307429	1.361687	1.012992	1.500251
225	0.716845	0.968623	1.349088	1.384222	1.038581	1.502183
225.5	0.755028	0.955908	1.390392	1.410053	1.064662	1.506063
226	0.79571	0.945222	1.430989	1.439313	1.091132	1.511938
226.5	0.838989	0.936619	1.470489	1.472127	1.117875	1.519858
227	0.884955	0.930166	1.508464	1.508611	1.14476	1.529869
227.5	0.933689	0.925948	1.544455	1.548864	1.171643	1.542019
228	0.985258	0.924062	1.577974	1.592959	1.198364	1.556351
228.5	1.039709	0.924628	1.608513	1.64094	1.224748	1.572904
229	1.097069	0.927784	1.635556	1.692804	1.250607	1.591712
229.5	1.157331	0.933692	1.658587	1.748499	1.275739	1.612801
230	1.220455	0.942542	1.677108	1.807908	1.29993	1.636187
230.5	1.286352	0.954549	1.690656	1.870837	1.322956	1.661874
231	1.354879	0.969964	1.698819	1.937011	1.344585	1.689851
231.5	1.425827	0.989072	1.701257	2.006059	1.364579	1.720091
232	1.498909	1.012196	1.697722	2.077514	1.382702	1.752542
232.5	1.573747	1.0397	1.688069	2.150805	1.398718	1.787132
233	1.649856	1.071991	1.672278	2.225266	1.412402	1.82376
233.5	1.726633	1.109522	1.650457	2.300139	1.423542	1.862296
234	1.80334	1.152785	1.622844	2.374592	1.431945	1.902576
234.5	1.879095	1.202313	1.58981	2.447736	1.437442	1.944405
235	1.952861	1.258671	1.551844	2.518653	1.439896	1.987549
235.5	2.023441	1.322442	1.509535	2.586422	1.439207	2.031741
236	2.089485	1.394206	1.463556	2.650151	1.435315	2.076678
236.5	2.149503	1.474514	1.41463	2.709006	1.428204	2.122025
237	2.20189	1.563846	1.36351	2.762243	1.417906	2.167418
237.5	2.244977	1.662566	1.310945	2.809225	1.4045	2.21247
238	2.277093	1.770856	1.257659	2.849448	1.388115	2.256776
238.5	2.296649	1.88865	1.204328	2.882546	1.368922	2.29992
239	2.30224	2.015556	1.151563	2.908297	1.347136	2.341487
239.5	2.29276	2.150789	1.099897	2.926621	1.323008	2.381067
240	2.267517	2.293107	1.04978	2.937572	1.296818	2.41827
240.5	2.226333	2.440786	1.00158	2.941321	1.26887	2.452729
241	2.169624	2.591617	0.955581	2.938144	1.23948	2.484112
241.5	2.098421	2.742968	0.911991	2.928402	1.208973	2.512129
242	2.014352	2.891887	0.870948	2.912523	1.177672	2.536536
242.5	1.919547	3.035258	0.832532	2.89098	1.14589	2.557141
243	1.816507	3.169984	0.796773	2.86428	1.113926	2.573805
243.5	1.707931	3.293184	0.763659	2.832945	1.082061	2.586445
244	1.596528	3.402372	0.733145	2.797501	1.05055	2.595029
244.5	1.484848	3.495594	0.705164	2.758463	1.019622	2.599578
245	1.375147	3.571518	0.67963	2.716335	0.989478	2.60016
245.5	1.269294	3.629455	0.656446	2.671596	0.960291	2.596885
246	1.168728	3.669328	0.635508	2.624698	0.932204	2.589903
246.5	1.074463	3.691602	0.616711	2.576063	0.905335	2.579391
247	0.987118	3.697181	0.599947	2.526085	0.879776	2.565557
247.5	0.906977	3.687293	0.585115	2.475121	0.855598	2.548625
248	0.834051	3.663389	0.572115	2.4235	0.832849	2.528836
248.5	0.76815	3.627033	0.560856	2.371517	0.811562	2.50644
249	0.708941	3.57983	0.551251	2.31944	0.791752	2.481691
249.5	0.655998	3.523354	0.543222	2.267507	0.773423	2.454844
250	0.608846	3.45911	0.536697	2.215932	0.756569	2.426153
250.5	0.566996	3.388497	0.531613	2.164902	0.741176	2.395865
251	0.52996	3.312792	0.527913	2.114582	0.727221	2.364221
251.5	0.497273	3.233144	0.525549	2.06512	0.71468	2.331449
252	0.4685	3.150571	0.524478	2.016642	0.703523	2.297771
252.5	0.443242	3.065968	0.524665	1.969259	0.69372	2.263393
253	0.421138	2.980111	0.526082	1.923066	0.68524	2.228511
253.5	0.401864	2.893666	0.528706	1.878147	0.678051	2.193307
254	0.385135	2.807205	0.53252	1.834572	0.672123	2.157952
254.5	0.370697	2.721208	0.537512	1.792403	0.667425	2.122603
255	0.358331	2.636081	0.543677	1.751692	0.663931	2.087406
255.5	0.347845	2.552161	0.551013	1.712483	0.661614	2.052495
256	0.339073	2.469724	0.559521	1.674815	0.66045	2.017992
256.5	0.331874	2.388998	0.56921	1.638721	0.660419	1.98401
257	0.326127	2.310163	0.58009	1.60423	0.6615	1.950651
257.5	0.321728	2.233364	0.592173	1.571366	0.663678	1.91801
258	0.318593	2.158713	0.605478	1.540152	0.666937	1.886172
258.5	0.31665	2.086292	0.620023	1.51061	0.671266	1.855214
259	0.315843	2.016162	0.635829	1.482759	0.676653	1.825207
259.5	0.316126	1.948365	0.652918	1.456619	0.683091	1.796217
260	0.317466	1.882925	0.671315	1.432209	0.690571	1.768302
260.5	0.319837	1.819851	0.691043	1.409552	0.699089	1.741518
261	0.323224	1.759143	0.712125	1.388668	0.70864	1.715914
261.5	0.327621	1.700791	0.734585	1.369584	0.71922	1.691538
262	0.333028	1.644778	0.758441	1.352327	0.730824	1.668434
262.5	0.339455	1.591081	0.783712	1.336929	0.74345	1.646642
263	0.346915	1.53967	0.81041	1.323423	0.757093	1.626202
263.5	0.355433	1.490516	0.838544	1.311852	0.771748	1.607152
264	0.365035	1.443585	0.868113	1.302259	0.787408	1.589531
264.5	0.375756	1.398842	0.899112	1.294695	0.804065	1.573373
265	0.387638	1.356252	0.93152	1.289217	0.821708	1.558715
265.5	0.400727	1.315779	0.96531	1.285889	0.840321	1.545594
266	0.415075	1.277389	1.000437	1.284781	0.859885	1.534047
266.5	0.430741	1.24105	1.03684	1.285972	0.880379	1.524113
267	0.447788	1.206732	1.074441	1.289549	0.901771	1.515829
267.5	0.466287	1.174405	1.113137	1.295605	0.924027	1.509237
268	0.486311	1.144044	1.152803	1.304242	0.947103	1.504377
268.5	0.50794	1.11563	1.193288	1.315572	0.970949	1.501293
269	0.531261	1.089144	1.234409	1.329711	0.995503	1.500031
269.5	0.556361	1.064574	1.275952	1.346784	1.020695	1.500634
270	0.583336	1.041914	1.317668	1.36692	1.046444	1.503152
270.5	0.612283	1.021162	1.35927	1.390251	1.072654	1.507632
271	0.643303	1.002325	1.400435	1.416911	1.09922	1.514122
271.5	0.676498	0.985415	1.4408	1.447032	1.12602	1.522671
272	0.711974	0.970455	1.479967	1.480736	1.152921	1.533326
272.5	0.749834	0.957476	1.517499	1.518137	1.179772	1.546134
273	0.790179	0.946518	1.552929	1.559327	1.20641	1.561135
273.5	0.833109	0.937635	1.585764	1.604374	1.232655	1.578369
274	0.878715	0.930894	1.615494	1.653309	1.258316	1.597866
274.5	0.927079	0.926375	1.641599	1.706121	1.283186	1.61965
275	0.978269	0.924174	1.663568	1.762741	1.307048	1.643734
275.5	1.032337	0.924408	1.68091	1.823034	1.329674	1.670118
276	1.089311	0.927212	1.693172	1.886789	1.350832	1.698786
276.5	1.149191	0.932746	1.699958	1.953706	1.370284	1.729702
277	1.21194	0.941194	1.70095	2.023392	1.387792	1.762811
277.5	1.277477	0.95277	1.695922	2.095354	1.403125	1.798031
278	1.345666	0.967719	1.68476	2.168998	1.416059	1.835252
278.5	1.416309	0.986321	1.667474	2.243633	1.426388	1.874336
279	1.489129	1.008893	1.644204	2.318482	1.433926	1.915109
279.5	1.563759	1.035795	1.615222	2.392698	1.438513	1.957362
280	1.639732	1.067428	1.580928	2.465381	1.440023	2.000854
280.5	1.71646	1.104238	1.541838	2.53561	1.438367	2.045306
281	1.793223	1.146712	1.498564	2.602469	1.433498	2.090404
281.5	1.86916	1.19538	1.451793	2.665076	1.425415	2.135805
282	1.943255	1.250801	1.402259	2.722617	1.414164	2.181136
282.5	2.014331	1.313557	1.350715	2.774373	1.399839	2.226005
283	2.081058	1.384231	1.297908	2.819738	1.382581	2.270003
283.5	2.141963	1.463379	1.244551	2.858241	1.362578	2.312712
284	2.195455	1.551493	1.191305	2.889551	1.340053	2.353719
284.5	2.239869	1.648955	1.138763	2.913482	1.315269	2.392619
285	2.273531	1.755977	1.087439	2.929986	1.288513	2.429027
285.5	2.294835	1.872527	1.037762	2.939149	1.260094	2.462586
286	2.302345	1.998263	0.990079	2.94117	1.230331	2.492977
286.5	2.294909	2.132455	0.944654	2.936346	1.199549	2.519923
287	2.271774	2.273925	0.901678	2.925056	1.168069	2.543195
287.5	2.232689	2.421011	0.861275	2.907741	1.136201	2.562616
288	2.177988	2.571567	0.82351	2.884885	1.10424	2.578066
288.5	2.108623	2.723013	0.788403	2.856999	1.072456	2.589476
289	2.026143	2.872431	0.755932	2.824607	1.041099	2.596832
289.5	1.932621	3.016716	0.726047	2.788233	1.010389	2.600169
290	1.830519	3.152758	0.698675	2.748392	0.980518	2.599568
290.5	1.722519	3.277637	0.673727	2.70558	0.95165	2.595152
291	1.611338	3.388803	0.651104	2.66027	0.923921	2.587078
291.5	1.499557	3.484229	0.630701	2.612907	0.897441	2.575537
292	1.389478	3.562495	0.612412	2.563908	0.872295	2.560738
292.5	1.283024	3.622829	0.596132	2.513656	0.848546	2.542914
293	1.181692	3.665077	0.581759	2.462502	0.826238	2.522308
293.5	1.08655	3.689636	0.569194	2.410765	0.805397	2.499171
294	0.998266	3.697359	0.558349	2.358736	0.786037	2.473758
294.5	0.917165	3.689439	0.549138	2.306673	0.768156	2.446326
295	0.843292	3.667301	0.541484	2.25481	0.751747	2.417125
295.5	0.776478	3.632501	0.535318	2.203351	0.736792	2.386401
296	0.716406	3.586641	0.530579	2.152481	0.723269	2.35439
296.5	0.66266	3.531305	0.527211	2.10236	0.711151	2.321321
297	0.614771	3.468006	0.525168	2.053128	0.700408	2.287409
297.5	0.572247	3.39816	0.524408	2.004909	0.69101	2.252858
298	0.534601	3.323059	0.5249	1.957809	0.682925	2.21786
298.5	0.501364	3.243872	0.526615	1.911922	0.676122	2.182593
299	0.472097	3.161632	0.529532	1.867326	0.67057	2.147224
299.5	0.446396	3.077251	0.533636	1.824091	0.66624	2.111906
300	0.423894	2.991519	0.538917	1.782275	0.663105	2.076782
300.5	0.404263	2.905118	0.545369	1.741929	0.66114	2.041982
301	0.387212	2.818629	0.552992	1.703095	0.660322	2.007626
301.5	0.372484	2.732546	0.561789	1.665811	0.66063	1.973822
302	0.359856	2.647283	0.571769	1.630107	0.662046	1.940672
302.5	0.349131	2.563186	0.582943	1.596013	0.664553	1.908266
303	0.340141	2.480539	0.595325	1.563552	0.668138	1.876686
303.5	0.332741	2.399575	0.608932	1.532747	0.672788	1.84601
304	0.326808	2.320481	0.623784	1.503618	0.678495	1.816305
304.5	0.322236	2.243406	0.639903	1.476185	0.68525	1.787635
305	0.318938	2.168464	0.657311	1.450468	0.693045	1.760057
305.5	0.316841	2.095745	0.676032	1.426486	0.701877	1.733626
306	0.315887	2.025309	0.69609	1.404262	0.71174	1.70839
306.5	0.316028	1.957202	0.717509	1.383817	0.722631	1.684395
307	0.317229	1.891448	0.740309	1.365179	0.734546	1.661684
307.5	0.319464	1.828061	0.764511	1.348375	0.747481	1.640298
308	0.322718	1.767041	0.790131	1.333438	0.761431	1.620276
308.5	0.326981	1.708378	0.817181	1.320403	0.776392	1.601656
309	0.332255	1.652057	0.845668	1.309313	0.792355	1.584474
309.5	0.338545	1.598055	0.875589	1.300213	0.809313	1.568767
310	0.345868	1.546343	0.906935	1.293155	0.827251	1.554572
310.5	0.354244	1.496893	0.939686	1.288199	0.846155	1.541924
311	0.363701	1.449669	0.973809	1.285408	0.866004	1.530862
311.5	0.374272	1.404638	1.009255	1.284857	0.886773	1.521424
312	0.385998	1.361765	1.04596	1.286626	0.908431	1.513649
312.5	0.398924	1.321014	1.08384	1.290802	0.930941	1.507578
313	0.413102	1.282351	1.122787	1.297481	0.954256	1.503252
313.5	0.42859	1.245743	1.162669	1.306769	0.978324	1.500716
314	0.445451	1.211158	1.203328	1.318777	1.00308	1.500014
314.5	0.463753	1.178569	1.244574	1.333624	1.02845	1.501194
315	0.483571	1.14795	1.286184	1.351437	1.054349	1.504301
315.5	0.504983	1.119279	1.327899	1.372344	1.080679	1.509386
316	0.528075	1.092538	1.369426	1.39648	1.107329	1.516495
316.5	0.552934	1.067716	1.410429	1.423978	1.134175	1.525678
317	0.579656	1.044803	1.450539	1.454967	1.161077	1.536981
317.5	0.608336	1.023799	1.489346	1.489569	1.187881	1.55045
318	0.639075	1.004707	1.526407	1.527891	1.21442	1.566124
318.5	0.671977	0.987542	1.561247	1.570023	1.240509	1.584041
319	0.707145	0.972322	1.593367	1.616023	1.265952	1.60423
319.5	0.744683	0.959078	1.622255	1.665913	1.290539	1.626711
320	0.784694	0.94785	1.647393	1.719668	1.314051	1.651494
320.5	0.827277	0.93869	1.668271	1.777204	1.336257	1.678572
321	0.872524	0.931661	1.684406	1.838369	1.356923	1.707927
321.5	0.920518	0.926842	1.695358	1.902931	1.37581	1.739515
322	0.971331	0.924328	1.700749	1.970568	1.392683	1.773274
322.5	1.025016	0.924233	1.70028	2.040863	1.407311	1.809114
323	1.081605	0.926689	1.693753	2.113296	1.419476	1.846917
323.5	1.141102	0.931851	1.681082	2.187251	1.428977	1.886532
324	1.203475	0.939902	1.66231	2.262013	1.435635	1.927778
324.5	1.268649	0.951051	1.637607	2.336788	1.439301	1.970434
325	1.336497	0.965538	1.60728	2.410712	1.439858	2.014248
325.5	1.406829	0.983639	1.571757	2.482879	1.437231	2.05893
326	1.47938	1.005666	1.53158	2.552365	1.431385	2.104158
326.5	1.553795	1.031973	1.487382	2.618259	1.422334	2.149578
327	1.629622	1.062955	1.439864	2.679695	1.410138	2.194812
327.5	1.706287	1.099053	1.389766	2.73588	1.394907	2.23946
328	1.783093	1.140748	1.337844	2.786118	1.376795	2.283111
328.5	1.859194	1.188565	1.284838	2.829838	1.356001	2.325348
329	1.933596	1.243059	1.23145	2.8666	1.332763	2.365758
329.5	2.005145	1.304811	1.178325	2.896111	1.307349	2.403941
330	2.072529	1.374405	1.126037	2.918218	1.280055	2.439521
330.5	2.134294	1.452401	1.07508	2.932909	1.251194	2.472152
331	2.188861	1.539303	1.025864	2.940296	1.221088	2.501525
331.5	2.234573	1.635513	0.978714	2.940606	1.190061	2.527378
332	2.269752	1.741265	0.933875	2.934157	1.158431	2.549498
332.5	2.292778	1.856566	0.891521	2.921347	1.126505	2.567726
333	2.302187	1.98112	0.851762	2.902626	1.094569	2.581955
333.5	2.296782	2.11425	0.814649	2.878487	1.06289	2.592135
334	2.275751	2.254841	0.780192	2.849447	1.031707	2.598266
334.5	2.238771	2.401297	0.748361	2.81603	1.001233	2.600398
335	2.186095	2.551534	0.7191	2.778758	0.97165	2.598625
335.5	2.118593	2.703023	0.692332	2.738142	0.943114	2.593081
336	2.03774	2.852886	0.667964	2.694674	0.915754	2.583935
336.5	1.945545	2.998031	0.645896	2.64882	0.88967	2.571382
337	1.844428	3.135337	0.626021	2.601019	0.864942	2.555641
337.5	1.737051	3.261848	0.608235	2.551678	0.841626	2.536947
338	1.626138	3.374958	0.592432	2.501173	0.819761	2.515546
338.5	1.514297	3.472562	0.578511	2.449847	0.799369	2.491692
339	1.403874	3.553157	0.566377	2.398014	0.780458	2.46564
339.5	1.296845	3.615886	0.55594	2.345953	0.763025	2.437645
340	1.194764	3.660515	0.547118	2.293919	0.747059	2.407956
340.5	1.098757	3.687375	0.539835	2.242136	0.732541	2.376818
341	1.00954	3.697263	0.534025	2.190806	0.719447	2.344463
341.5	0.927481	3.691335	0.529627	2.140106	0.707749	2.311116
342	0.852657	3.670991	0.526588	2.09019	0.697417	2.276989
342.5	0.784924	3.637775	0.524864	2.041196	0.688421	2.242283
343	0.723983	3.593287	0.524414	1.993243	0.680728	2.207185
343.5	0.669426	3.539116	0.525209	1.946432	0.674307	2.17187
344	0.620789	3.476787	0.52722	1.900855	0.669129	2.1365
344.5	0.577584	3.40773	0.53043	1.856588	0.665164	2.101227
345	0.53932	3.333255	0.534824	1.813696	0.662387	2.066188
345.5	0.505526	3.254546	0.540392	1.772236	0.660772	2.03151
346	0.475757	3.172656	0.547131	1.732257	0.660298	1.997311
346.5	0.449606	3.08851	0.555042	1.6938	0.660943	1.963695
347	0.4267	3.002915	0.564129	1.656901	0.662692	1.930761
347.5	0.406706	2.916567	0.574401	1.62159	0.665527	1.898597
348	0.38933	2.83006	0.585869	1.587895	0.669436	1.867284
348.5	0.374308	2.743898	0.59855	1.555838	0.674408	1.836895
349	0.361414	2.658505	0.612461	1.525443	0.680433	1.807497
349.5	0.350447	2.574236	0.627622	1.496728	0.687504	1.779153
350	0.341237	2.491383	0.644055	1.469714	0.695615	1.751918
350.5	0.333634	2.410185	0.661783	1.444421	0.70476	1.725844
351	0.327513	2.330834	0.68083	1.420868	0.714935	1.700979
351.5	0.322766	2.253484	0.70122	1.399079	0.726137	1.677369
352	0.319304	2.178255	0.722975	1.379075	0.738361	1.655056
352.5	0.317052	2.105237	0.746118	1.360884	0.751604	1.63408
353	0.315949	2.034497	0.770667	1.344535	0.765862	1.614479
353.5	0.315948	1.966079	0.796637	1.330061	0.781128	1.596291
354	0.31701	1.900013	0.824039	1.3175	0.797394	1.579553
354.5	0.31911	1.836313	0.852878	1.306893	0.81465	1.5643
355	0.322229	1.77498	0.88315	1.298289	0.832883	1.550571
355.5	0.326359	1.716006	0.914844	1.291742	0.852076	1.5384
356	0.331499	1.659376	0.947935	1.287311	0.872207	1.527827
356.5	0.337654	1.605068	0.982387	1.285063	0.893249	1.518889
357	0.344839	1.553056	1.018149	1.285073	0.91517	1.511626
357.5	0.353074	1.503308	1.055151	1.287424	0.937929	1.506079
358	0.362386	1.455791	1.093303	1.292205	0.961479	1.502292
358.5	0.372808	1.410473	1.132493	1.299515	0.985762	1.500307
359	0.384378	1.367316	1.172582	1.30946	1.010713	1.500171
359.5	0.397143	1.326286	1.213404	1.322153	1.036253	1.50193
360	0.411152	1.287348	1.254761	1.337716	1.062294	1.505632
360.5	0.426464	1.25047	1.296422	1.356276	1.088733	1.511326
361	0.443139	1.215619	1.33812	1.377964	1.115457	1.519059
361.5	0.461246	1.182768	1.37955	1.402912	1.142335	1.52888
362	0.480859	1.151889	1.42037	1.431255	1.169224	1.540835
362.5	0.502055	1.122962	1.4602	1.463119	1.195966	1.554969
363	0.52492	1.095967	1.498621	1.498625	1.222388	1.57132
363.5	0.54954	1.070891	1.535181	1.537875	1.248303	1.589923
364	0.57601	1.047725	1.569401	1.580952	1.273509	1.610806
364.5	0.604425	1.026468	1.600776	1.627906	1.297794	1.633984
365	0.634886	1.007123	1.628791	1.678749	1.320934	1.659464
365.5	0.667496	0.989702	1.65293	1.733442	1.342698	1.687236
366	0.702358	0.974223	1.672687	1.791886	1.36285	1.717273
366.5	0.739576	0.960716	1.687589	1.85391	1.381151	1.749528
367	0.779255	0.949219	1.697209	1.91926	1.397367	1.783929
367.5	0.821491	0.939781	1.701185	1.987591	1.41127	1.820378
368	0.866381	0.932466	1.699244	2.058462	1.422648	1.858748
368.5	0.914007	0.92735	1.691213	2.13133	1.431304	1.898878
369	0.964443	0.924525	1.677036	2.205553	1.437069	1.940577
369.5	1.017746	0.924102	1.656787	2.280395	1.439802	1.983613
370	1.07395	0.926212	1.630671	2.355043	1.4394	2.027722
370.5	1.133063	0.931007	1.599024	2.42862	1.435798	2.072605
371	1.195058	0.938664	1.562305	2.500215	1.428977	2.11793
371.5	1.259868	0.94939	1.52108	2.568902	1.418963	2.163335
372	1.327372	0.96342	1.476	2.633781	1.405833	2.208434
372.5	1.397389	0.981025	1.427779	2.693998	1.38971	2.252823
373	1.469664	1.002514	1.377164	2.748783	1.370762	2.296089
373.5	1.543857	1.028233	1.324909	2.79747	1.3492	2.337815
374	1.619526	1.058572	1.271745	2.839518	1.325272	2.377591
374.5	1.696118	1.093966	1.218364	2.874522	1.299256	2.415024
375	1.77295	1.134891	1.165395	2.902225	1.271453	2.449744
375.5	1.849198	1.181867	1.113391	2.922508	1.24218	2.481417
376	1.923888	1.235445	1.062827	2.935391	1.211761	2.509748
376.5	1.995886	1.296203	1.014091	2.941017	1.180518	2.53449
377	2.063902	1.364725	0.967488	2.939635	1.148766	2.555444
377.5	2.126498	1.441579	0.923246	2.931586	1.116808	2.572467
378	2.182112	1.527277	0.881521	2.917281	1.084923	2.585471
378.5	2.229092	1.622237	0.842408	2.897184	1.05337	2.594421
379	2.265761	1.726721	0.805948	2.871794	1.022381	2.599331
379.5	2.290483	1.840768	0.772139	2.841631	0.992159	2.600267
380	2.30177	1.964127	0.740945	2.80722	0.962879	2.597335
380.5	2.298381	2.096177	0.712304	2.76908	0.934687	2.59068
381	2.279447	2.235862	0.686133	2.72772	0.907704	2.580478
381.5	2.244576	2.38165	0.662339	2.683624	0.882024	2.566934
382	2.193941	2.531523	0.640819	2.637253	0.857719	2.550272
382.5	2.128329	2.683006	0.621467	2.589038	0.83484	2.530731
383	2.049138	2.833258	0.604177	2.539378	0.81342	2.508559
383.5	1.958312	2.979208	0.588845	2.488641	0.793477	2.484011
384	1.858226	3.117726	0.575372	2.437163	0.775015	2.457343
384.5	1.75152	3.245825	0.563662	2.385248	0.758028	2.428808
385	1.640922	3.360841	0.553629	2.333172	0.742504	2.398655
385.5	1.529062	3.460597	0.545191	2.28118	0.72842	2.367123
386	1.418329	3.543506	0.538276	2.229491	0.715753	2.334444
386.5	1.310752	3.608625	0.532817	2.178299	0.704473	2.300838
387	1.207943	3.655642	0.528757	2.127778	0.694549	2.266515
387.5	1.111082	3.684816	0.526045	2.078076	0.685951	2.231671
388	1.020939	3.69689	0.524637	2.029327	0.678647	2.196489
388.5	0.937923	3.692979	0.524495	1.981645	0.672607	2.161141
389	0.862145	3.674456	0.52559	1.93513	0.667799	2.125786
389.5	0.793489	3.642852	0.527898	1.889868	0.664198	2.090569
390	0.731671	3.599763	0.531399	1.845932	0.661775	2.055627
390.5	0.676295	3.546784	0.536082	1.803387	0.660509	2.021082
391	0.626903	3.48545	0.541937	1.762286	0.660376	1.987049
391.5	0.583007	3.417206	0.548964	1.722677	0.661358	1.95363
392	0.544117	3.343377	0.557163	1.6846	0.663437	1.920921
392.5	0.509757	3.265165	0.566539	1.648087	0.6666	1.889007
393	0.47948	3.18364	0.577104	1.613171	0.670832	1.857966
393.5	0.452872	3.099744	0.588868	1.579875	0.676125	1.827871
394	0.429557	3.014299	0.601849	1.548224	0.682468	1.798787
394.5	0.409196	2.928014	0.616065	1.518239	0.689855	1.770773
395	0.391489	2.841497	0.631536	1.48994	0.698279	1.743885
395.5	0.376169	2.755263	0.648285	1.463347	0.707737	1.718173
396	0.363005	2.669747	0.666334	1.438479	0.718224	1.693684
396.5	0.351794	2.585312	0.685709	1.415357	0.729736	1.670463
397	0.34236	2.502256	0.706432	1.394003	0.74227	1.648551
397.5	0.334552	2.420827	0.728526	1.374442	0.755822	1.627988
398	0.328242	2.341222	0.752012	1.3567	0.770386	1.608812
398.5	0.323319	2.2636	0.776908	1.340808	0.785956	1.59106
399	0.319691	2.188084	0.803229	1.3268	0.802523	1.574768
399.5	0.317283	2.11477	0.830983	1.314714	0.820077	1.559974
400	0.316031	2.043725	0.860175	1.304594	0.838604	1.546713
400.5	0.315886	1.974998	0.890797	1.29649	0.858083	1.535023
401	0.31681	1.90862	0.922836	1.290456	0.878494	1.524941
401.5	0.318773	1.844606	0.956266	1.286554	0.899807	1.516507
402	0.321759	1.78296	0.991045	1.284853	0.921986	1.50976
402.5	0.325755	1.723675	1.027118	1.28543	0.944991	1.504743
403	0.330761	1.666736	1.064412	1.288369	0.968769	1.501498
403.5	0.336781	1.612122	1.10283	1.293761	0.993262	1.500069
404	0.343829	1.559807	1.142254	1.301707	1.0184	1.500502
404.5	0.351924	1.509762	1.182539	1.312316	1.044102	1.502846
405	0.361091	1.461952	1.223512	1.325702	1.070275	1.507146
405.5	0.371364	1.416345	1.264967	1.341989	1.096814	1.513453
406	0.38278	1.372904	1.306663	1.361304	1.123598	1.521815
406.5	0.395384	1.331594	1.348324	1.383779	1.150496	1.532278
407	0.409225	1.292382	1.389638	1.409549	1.177358	1.54489
407.5	0.424361	1.255233	1.430252	1.438744	1.204022	1.559692
408	0.440852	1.220116	1.469776	1.471492	1.23031	1.576723
408.5	0.458765	1.187001	1.507783	1.507907	1.256032	1.596015
409	0.478174	1.155863	1.543815	1.54809	1.280982	1.617592
409.5	0.499157	1.126678	1.577383	1.592115	1.304944	1.641469
410	0.521795	1.099428	1.607982	1.640024	1.327691	1.667646
410.5	0.546178	1.074099	1.635094	1.691817	1.348991	1.696109
411	0.572398	1.050681	1.658203	1.747443	1.368607	1.726824
411.5	0.60055	1.029172	1.676811	1.806784	1.3863	1.759738
412	0.630734	1.009573	1.690454	1.869651	1.401838	1.794772
412.5	0.663054	0.991896	1.698719	1.935768	1.414997	1.831819
413	0.697612	0.976159	1.701265	2.004768	1.425569	1.870741
413.5	0.734513	0.962389	1.697841	2.076183	1.433365	1.911369
414	0.77386	0.950623	1.688302	2.149446	1.438224	1.953499
414.5	0.815752	0.94091	1.672623	2.223892	1.440015	1.99689
415	0.860285	0.93331	1.65091	2.298765	1.438647	2.041267
415.5	0.907545	0.927898	1.623401	2.373233	1.434069	2.086321
416	0.957606	0.924764	1.590463	2.446409	1.426274	2.131709
416.5	1.010527	0.924016	1.552582	2.517376	1.415305	2.177063
417	1.066346	0.925782	1.510347	2.585211	1.401252	2.22199
417.5	1.125075	0.930212	1.464429	2.649021	1.384253	2.266083
